customer_id,credit,country,gender,age,tenure,balance,products,card,active,salary,churn,churn_label,gender_encoded,country_encoded,churn_prob,churn_pred,risk_flag,churn_rate
15728693,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0,Retained,0,1,0.26506872088141675,0,Low,20.369999999999997
15656300,411,France,Male,29,0,59697.17,2,1,1,53483.21,0,Retained,1,0,0.061348659116832654,0,Low,20.369999999999997
15589475,591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,Churned,0,2,0.3304271339796656,0,Low,20.369999999999997
15706552,533,France,Male,36,7,85311.7,1,0,1,156731.91,0,Retained,1,0,0.07751941199576638,0,Low,20.369999999999997
15750181,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,Retained,1,1,0.3113533864699511,0,Low,20.369999999999997
15659428,520,Spain,Female,42,6,0.0,2,1,1,34410.55,0,Retained,0,2,0.16829770213347603,0,Low,20.369999999999997
15732963,722,Spain,Female,29,9,0.0,2,1,1,142033.07,0,Retained,0,2,0.04264274138856284,0,Low,20.369999999999997
15794171,475,France,Female,45,0,134264.04,1,1,0,27822.99,1,Churned,0,0,0.6527423167650697,1,High,20.369999999999997
15788448,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,Retained,1,2,0.13168295657544934,0,Low,20.369999999999997
15729599,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,Retained,1,2,0.04598316707265885,0,Low,20.369999999999997
15717426,850,France,Male,36,7,0.0,1,1,1,40812.9,0,Retained,1,0,0.021692732027158,0,Low,20.369999999999997
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,Retained,1,1,0.09224903682784773,0,Low,20.369999999999997
15619360,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,Retained,1,2,0.3280445136773886,0,Low,20.369999999999997
15738148,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,Churned,0,0,0.6906477548309069,1,High,20.369999999999997
15687946,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,Retained,0,0,0.4824229345100772,0,Low,20.369999999999997
15755196,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,Churned,0,0,0.49021359094010664,0,Low,20.369999999999997
15684171,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,Retained,0,2,0.5143104529232889,1,High,20.369999999999997
15754849,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,Retained,0,1,0.06925660048954409,0,Low,20.369999999999997
15602280,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,Churned,0,1,0.043855241000688425,0,Low,20.369999999999997
15771573,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,Churned,0,1,0.15491313721186273,0,Low,20.369999999999997
15766205,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,Retained,1,1,0.12819476217204082,0,Low,20.369999999999997
15771873,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,Retained,0,1,0.289063639179214,0,Low,20.369999999999997
15616550,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,Retained,1,1,0.23222311053243164,0,Low,20.369999999999997
15768193,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,Retained,1,1,0.29033320170463417,0,Low,20.369999999999997
15683553,788,France,Female,33,5,0.0,2,0,0,116978.19,0,Retained,0,0,0.14916785265609736,0,Low,20.369999999999997
15702298,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,Churned,1,1,0.30483213088991074,0,Low,20.369999999999997
15569590,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,Churned,1,1,0.3572823753372227,0,Low,20.369999999999997
15760861,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,Retained,1,0,0.11809133393542999,0,Low,20.369999999999997
15630053,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,Retained,1,0,0.3148108188479975,0,Low,20.369999999999997
15647091,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,Retained,1,1,0.09289884242984509,0,Low,20.369999999999997
15623944,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,Churned,0,2,0.8244848267374607,1,High,20.369999999999997
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,Retained,1,0,0.12590724190460345,0,Low,20.369999999999997
15651280,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,Retained,1,1,0.22198472330994543,0,Low,20.369999999999997
15773469,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,Retained,0,1,0.2329981765018662,0,Low,20.369999999999997
15702014,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,Retained,1,2,0.25760208652272654,0,Low,20.369999999999997
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,Retained,1,2,0.19181465556392346,0,Low,20.369999999999997
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,Retained,1,1,0.04551614657673119,0,Low,20.369999999999997
15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,Retained,0,1,0.1113455846359819,0,Low,20.369999999999997
15696061,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,Retained,0,1,0.4107326633109024,0,Low,20.369999999999997
15641582,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,Retained,1,1,0.06467697929447597,0,Low,20.369999999999997
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,Retained,0,1,0.14180983432134522,0,Low,20.369999999999997
15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,Retained,0,0,0.13084749825773823,0,Low,20.369999999999997
15703793,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,Churned,1,1,0.4262419630183978,0,Low,20.369999999999997
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,0,Retained,1,0,0.05871759728542261,0,Low,20.369999999999997
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,Retained,0,2,0.25992917240804425,0,Low,20.369999999999997
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,Retained,0,1,0.08261581802626089,0,Low,20.369999999999997
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,0,Retained,1,0,0.04615338883234475,0,Low,20.369999999999997
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,Retained,0,0,0.1671562378004297,0,Low,20.369999999999997
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,0,Retained,1,0,0.08912882420818,0,Low,20.369999999999997
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0,Retained,0,0,0.04638209868781151,0,Low,20.369999999999997
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,Retained,1,2,0.05461054123251295,0,Low,20.369999999999997
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,Retained,0,1,0.5257892643695602,1,High,20.369999999999997
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,Retained,0,0,0.3087749915883444,0,Low,20.369999999999997
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,1,Churned,0,0,0.15864686282380225,0,Low,20.369999999999997
15641732,543,France,Female,36,3,0.0,2,0,0,26019.59,0,Retained,0,0,0.31105521168383776,0,Low,20.369999999999997
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,Retained,0,0,0.13358651029364874,0,Low,20.369999999999997
15738751,493,France,Female,46,4,0.0,2,1,0,1907.66,0,Retained,0,0,0.445201657549104,0,Low,20.369999999999997
15805254,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,Retained,0,2,0.49525777444634933,0,Low,20.369999999999997
15762418,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,Churned,1,2,0.11135068408057208,0,Low,20.369999999999997
15625759,729,France,Male,30,9,0.0,2,1,0,151869.35,0,Retained,1,0,0.05762600249357688,0,Low,20.369999999999997
15622897,646,France,Female,46,4,0.0,3,1,0,93251.42,1,Churned,0,0,0.3077450470793332,0,Low,20.369999999999997
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,Retained,0,1,0.07157658518695706,0,Low,20.369999999999997
15757535,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,Churned,0,2,0.12292153559049564,0,Low,20.369999999999997
15731511,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,Retained,1,0,0.18633574130558372,0,Low,20.369999999999997
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0,Retained,0,0,0.23076329065516019,0,Low,20.369999999999997
15640635,769,France,Male,29,8,0.0,2,1,1,172290.61,0,Retained,1,0,0.01374671159174452,0,Low,20.369999999999997
15676966,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,Retained,1,2,0.06800714474603457,0,Low,20.369999999999997
15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,Retained,1,2,0.1366197836045761,0,Low,20.369999999999997
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,Retained,1,2,0.08325791752272403,0,Low,20.369999999999997
15693683,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,Retained,1,1,0.021742633653269793,0,Low,20.369999999999997
15604348,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,Retained,1,2,0.0653972844432849,0,Low,20.369999999999997
15633059,413,France,Male,34,9,0.0,2,0,0,6534.18,0,Retained,1,0,0.18310019003809205,0,Low,20.369999999999997
15808582,665,France,Female,40,6,0.0,1,1,1,161848.03,0,Retained,0,0,0.08594539476954455,0,Low,20.369999999999997
15743192,623,France,Female,44,6,0.0,2,0,0,167162.43,0,Retained,0,0,0.3426379567875926,0,Low,20.369999999999997
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,Retained,1,0,0.09774373896900893,0,Low,20.369999999999997
15776605,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,Retained,1,2,0.19852606186985167,0,Low,20.369999999999997
15804919,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,Churned,0,2,0.44738664454862603,0,Low,20.369999999999997
15613854,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,Churned,0,2,0.2517173608320679,0,Low,20.369999999999997
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,Retained,1,1,0.07248323145616371,0,Low,20.369999999999997
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,Retained,0,1,0.12112764498892249,0,Low,20.369999999999997
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,Retained,1,2,0.3165787360580696,0,Low,20.369999999999997
15744689,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,Churned,1,1,0.257089326002155,0,Low,20.369999999999997
15803526,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,Retained,1,1,0.05352417215821943,0,Low,20.369999999999997
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,Retained,1,1,0.2765605879341244,0,Low,20.369999999999997
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,Retained,1,0,0.3652346373070391,0,Low,20.369999999999997
15591100,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,Retained,1,2,0.08073726175466336,0,Low,20.369999999999997
15609618,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,Churned,1,1,0.03790715740111034,0,Low,20.369999999999997
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,Retained,0,1,0.08180465251709479,0,Low,20.369999999999997
15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,Retained,0,1,0.4201326258724606,0,Low,20.369999999999997
15698028,506,France,Female,41,1,0.0,2,1,0,31766.3,0,Retained,0,0,0.38588152283739563,0,Low,20.369999999999997
15661670,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,Churned,0,1,0.3380474912142497,0,Low,20.369999999999997
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,Retained,1,1,0.21480205677577416,0,Low,20.369999999999997
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,Retained,1,0,0.11595400611311556,0,Low,20.369999999999997
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,Retained,1,2,0.32280588809869737,0,Low,20.369999999999997
15690673,656,France,Female,39,6,0.0,2,1,0,141069.88,0,Retained,0,0,0.2286694833228501,0,Low,20.369999999999997
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,Retained,0,1,0.20508646143765696,0,Low,20.369999999999997
15779659,625,France,Female,28,3,0.0,1,0,0,183646.41,0,Retained,0,0,0.19676630119945593,0,Low,20.369999999999997
15627360,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,Churned,1,0,0.39355323557917693,0,Low,20.369999999999997
15671137,549,France,Female,52,1,0.0,1,0,1,8636.05,1,Churned,0,0,0.2912386918563648,0,Low,20.369999999999997
15782688,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,Churned,1,1,0.6197147353236161,1,High,20.369999999999997
15575492,828,France,Female,41,7,0.0,2,1,0,171378.77,0,Retained,0,0,0.168949763211441,0,Low,20.369999999999997
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,Retained,1,0,0.06249831044778028,0,Low,20.369999999999997
15740404,758,France,Female,34,3,0.0,2,1,1,124226.16,0,Retained,0,0,0.04621515014401501,0,Low,20.369999999999997
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,Retained,0,1,0.07386533020596112,0,Low,20.369999999999997
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,Retained,1,0,0.056566282357896916,0,Low,20.369999999999997
15642004,686,France,Male,25,1,0.0,2,0,1,16459.37,0,Retained,1,0,0.0212648156214147,0,Low,20.369999999999997
15712543,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,Retained,1,1,0.05080261216555855,0,Low,20.369999999999997
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,Retained,0,1,0.30615688443589145,0,Low,20.369999999999997
15802381,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,Retained,0,1,0.17526057176843213,0,Low,20.369999999999997
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,Retained,1,0,0.11049990371865132,0,Low,20.369999999999997
15594408,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,Churned,0,2,0.7592186565558315,1,High,20.369999999999997
15640905,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,Churned,0,2,0.21462908338179718,0,Low,20.369999999999997
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,Retained,1,1,0.24954597527073372,0,Low,20.369999999999997
15724944,663,France,Male,34,7,0.0,2,1,1,180427.24,0,Retained,1,0,0.025715085613732352,0,Low,20.369999999999997
15628145,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,Retained,0,0,0.1592786159086788,0,Low,20.369999999999997
15713483,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,Churned,1,2,0.32070317468165516,0,Low,20.369999999999997
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,Churned,0,0,0.19037593372724954,0,Low,20.369999999999997
15800703,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,Retained,0,2,0.10137979912359249,0,Low,20.369999999999997
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,Retained,0,2,0.2843180666292047,0,Low,20.369999999999997
15754105,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,Retained,1,0,0.2351963432045768,0,Low,20.369999999999997
15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,Retained,1,0,0.22533254251027496,0,Low,20.369999999999997
15794413,416,France,Male,32,0,0.0,2,0,1,878.87,0,Retained,1,0,0.06785553655315917,0,Low,20.369999999999997
15650237,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,Retained,0,2,0.17208021367392493,0,Low,20.369999999999997
15759618,535,France,Female,48,9,0.0,1,1,0,149892.79,1,Churned,0,0,0.43065730480707737,0,Low,20.369999999999997
15811589,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,Retained,1,2,0.17029256063873882,0,Low,20.369999999999997
15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,Retained,1,0,0.29649904302022656,0,Low,20.369999999999997
15709368,614,France,Female,43,6,0.0,2,1,1,109041.53,0,Retained,0,0,0.10136441301020556,0,Low,20.369999999999997
15679145,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,Churned,1,2,0.4114865013064756,0,Low,20.369999999999997
15655007,758,France,Female,33,7,0.0,2,0,0,82996.47,0,Retained,0,0,0.15052635503212045,0,Low,20.369999999999997
15623595,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,Retained,0,2,0.0740235971173943,0,Low,20.369999999999997
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,Retained,0,0,0.5932631237852485,1,High,20.369999999999997
15804017,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,Retained,0,1,0.3960630555752187,0,Low,20.369999999999997
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,Retained,0,2,0.06481008022580255,0,Low,20.369999999999997
15641122,684,France,Male,30,2,0.0,2,1,0,83473.82,0,Retained,1,0,0.08446666916771614,0,Low,20.369999999999997
15630910,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,Retained,0,0,0.4495337850142188,0,Low,20.369999999999997
15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,Retained,0,2,0.08479692708217432,0,Low,20.369999999999997
15658929,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,Churned,1,2,0.220087246126189,0,Low,20.369999999999997
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,Retained,1,1,0.04008500925237077,0,Low,20.369999999999997
15724623,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,Churned,0,1,0.1783194612518955,0,Low,20.369999999999997
15588537,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,Retained,0,2,0.4701144003651564,0,Low,20.369999999999997
15574692,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,Churned,0,2,0.33535173911305033,0,Low,20.369999999999997
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,Retained,1,1,0.0807302853869608,0,Low,20.369999999999997
15587562,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,Retained,0,0,0.34886262100350945,0,Low,20.369999999999997
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,Retained,1,1,0.12194205244673663,0,Low,20.369999999999997
15651022,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,Churned,1,1,0.4132759289911254,0,Low,20.369999999999997
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,Retained,1,0,0.2103933081695146,0,Low,20.369999999999997
15625524,512,France,Male,40,5,0.0,2,1,1,146457.83,0,Retained,1,0,0.0593943703955857,0,Low,20.369999999999997
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,Retained,0,2,0.21923378306278296,0,Low,20.369999999999997
15645248,510,France,Female,30,0,0.0,2,1,1,130553.47,0,Retained,0,0,0.07538617752616922,0,Low,20.369999999999997
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,Retained,1,1,0.3123157525955235,0,Low,20.369999999999997
15762615,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,Retained,0,2,0.21804382150365512,0,Low,20.369999999999997
15625426,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,Churned,0,1,0.6721340243566327,1,High,20.369999999999997
15716334,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,Retained,0,2,0.18898705372414357,0,Low,20.369999999999997
15789669,510,France,Male,65,2,0.0,2,1,1,48071.61,0,Retained,1,0,0.26555926426408666,0,Low,20.369999999999997
15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,Retained,0,1,0.47320042959002695,0,Low,20.369999999999997
15810845,636,France,Male,42,2,0.0,2,1,1,55470.78,0,Retained,1,0,0.05606120922075958,0,Low,20.369999999999997
15719377,804,France,Female,50,4,0.0,1,1,1,8546.87,1,Churned,0,0,0.12162074447966832,0,Low,20.369999999999997
15654506,514,France,Male,32,8,0.0,2,1,0,95857.18,0,Retained,1,0,0.1150187317785267,0,Low,20.369999999999997
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,Retained,0,0,0.34059817160744493,0,Low,20.369999999999997
15708710,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,Retained,0,2,0.19808591170607373,0,Low,20.369999999999997
15726676,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,Retained,1,2,0.04114655684333811,0,Low,20.369999999999997
15587421,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,Retained,0,1,0.267710072283943,0,Low,20.369999999999997
15726931,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,Churned,0,0,0.28639661927583837,0,Low,20.369999999999997
15771086,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,Retained,0,0,0.37199408109911386,0,Low,20.369999999999997
15756850,479,France,Male,40,1,0.0,2,0,0,114996.43,0,Retained,1,0,0.26816585059048176,0,Low,20.369999999999997
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,Retained,1,0,0.15139846512103483,0,Low,20.369999999999997
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,Retained,1,2,0.1394009327787255,0,Low,20.369999999999997
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0,Retained,1,0,0.05394168434325793,0,Low,20.369999999999997
15635905,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,Retained,0,2,0.0762615047635565,0,Low,20.369999999999997
15777892,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,Retained,1,1,0.0666722888353252,0,Low,20.369999999999997
15656176,501,France,Male,57,10,0.0,2,1,1,47847.19,0,Retained,1,0,0.13982492470740268,0,Low,20.369999999999997
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,Retained,1,0,0.23029372777667137,0,Low,20.369999999999997
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,Retained,1,2,0.04641799189033886,0,Low,20.369999999999997
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,Retained,1,0,0.07692124819562028,0,Low,20.369999999999997
15600974,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,Churned,1,2,0.19268614860476954,0,Low,20.369999999999997
15727868,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,Churned,0,0,0.1148664336607492,0,Low,20.369999999999997
15627801,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,Retained,1,2,0.3767891881243202,0,Low,20.369999999999997
15773039,550,France,Male,37,3,0.0,1,1,1,179670.31,0,Retained,1,0,0.055911762854789174,0,Low,20.369999999999997
15755262,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,Churned,0,2,0.5539190908056448,1,High,20.369999999999997
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,Retained,1,0,0.0624645276499364,0,Low,20.369999999999997
15684181,643,France,Male,45,5,0.0,1,1,0,142513.5,1,Churned,1,0,0.21594136298774583,0,Low,20.369999999999997
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,Retained,1,0,0.12061699694394805,0,Low,20.369999999999997
15752047,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,Retained,1,1,0.20339131162101054,0,Low,20.369999999999997
15624592,603,France,Male,31,8,0.0,2,1,1,169915.02,0,Retained,1,0,0.024061553570675322,0,Low,20.369999999999997
15573152,620,France,Female,41,9,0.0,2,0,0,88852.47,0,Retained,0,0,0.2825588338251699,0,Low,20.369999999999997
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,Retained,0,0,0.09220200597422586,0,Low,20.369999999999997
15785542,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,Retained,1,1,0.1725887224231505,0,Low,20.369999999999997
15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,Churned,1,1,0.1352906145813376,0,Low,20.369999999999997
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,Retained,1,0,0.2255218071596961,0,Low,20.369999999999997
